	294	295	296	297	298	301	302	324	325	326	327	356	357	358	359	367	368	369	370	373	374	375	376	377	378	72	79	80	89	90	94	95	96	R2D272	R2D276	237	238	239	243	244	245	246	253	254	255	256	257	258	271	272	273	431	432	439	440	441	442	443	444	448	449	450	451	452	457	458	459	460	461	462	469	550	551	562	100	101	102	109	110	162	169	170	171	172	173	174	182	183	187	188	189	97	98	99
ASV_2 Lachnospiraceae	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	11.7387401	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	13.21306779	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	12.51763767	11.58476745	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	1.014623525	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821
ASV_54 Blautia	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	4.802901816	5.682225238	11.45841099	-4.842710821	-4.842710821	6.751143552	-4.842710821	-4.842710821	-4.842710821	12.94254103	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	14.81254413	10.02396447	8.954540254	-4.842710821	-4.842710821	-4.842710821	1.701936867	-4.842710821	12.2994603	11.63451938	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	4.255767927	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	5.322875766	3.784341217	-4.842710821	-4.842710821	-4.842710821
ASV_55 Blautia	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	11.3034005	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	12.94254103	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	12.55921628	11.78529619	-4.842710821	1.983413125	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	3.079892095	-4.842710821	-4.842710821	-4.842710821	-4.842710821
ASV_63 Blautia	7.572855241	-4.842710821	-4.842710821	-4.842710821	-4.842710821	5.323761692	6.029729095	11.86373764	1.97729628	5.713305476	5.447660318	-4.842710821	-4.842710821	-4.842710821	13.35531938	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	2.602347514	-4.842710821	-4.842710821	12.82770229	11.8603962	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	2.628424921	6.925098774	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	6.964311394	-4.842710821	-4.842710821	-4.842710821	-4.842710821
ASV_68 Blautia	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	10.06518441	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	10.79058194	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	11.49212033	8.658984071	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821
ASV_74 Dorea	5.723094689	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	5.22352721	11.7387401	-4.842710821	-4.842710821	6.175201264	-4.842710821	-4.842710821	-4.842710821	12.76016601	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	8.74846726	-4.842710821	-4.842710821	-4.842710821	2.478312194	-4.842710821	1.699396283	12.27969732	10.68264322	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	6.161826336	-4.842710821	-4.842710821	-4.842710821	-4.842710821
ASV_96 Lachnospiraceae_FCS020_group	-4.842710821	3.934485448	7.224269152	-4.842710821	5.322671743	-4.842710821	-4.842710821	9.515393676	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	10.70812312	4.179156331	3.781565407	2.201604246	3.945426867	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	9.187403322	8.752077929	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	7.757110538	6.675222221	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	4.348920012	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821
ASV_118 Agathobacter	5.805451157	-4.842710821	-4.842710821	-4.842710821	-4.842710821	5.374301261	6.561749273	10.62965242	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	12.65403877	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	16.22555176	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	2.109298941	-4.842710821	12.43963611	10.86042324	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	7.715700456	-4.842710821	-4.842710821	-4.842710821	-4.842710821
ASV_134 Lachnospiraceae_UCG-004	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	9.29054344	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	10.74994158	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	10.55926626	10.36663071	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821	-4.842710821
